ticker;ebitda;ebit;total_expenses;diluted_eps;net_income;operating_expense;operating_income;operating_revenue;research_and_development;selling_general_and_administration;gross_profit;cost_of_revenue;total_revenue;interest_expense
AAPL;2024-06-30 00:00:00;25352000000;60425000000;1,4;21448000000;14326000000;25352000000;85777000000;8006000000;6320000000;39678000000;46099000000;85777000000;NULL
AAPL;2024-03-31 00:00:00;27900000000;62853000000;1,53;23636000000;14371000000;27900000000;90753000000;7903000000;6468000000;42271000000;48482000000;90753000000;NULL
AAPL;2023-12-31 00:00:00;40373000000;79202000000;2,18;33916000000;14482000000;40373000000;119575000000;7696000000;6786000000;54855000000;64720000000;119575000000;NULL
AAPL;2023-09-30 00:00:00;28000000000;62529000000;1,46;22956000000;13458000000;26969000000;89498000000;7307000000;6151000000;40427000000;49071000000;89498000000;NULL
MSFT;2024-06-30 00:00:00;27951000000;36802000000;2,95;22036000000;17118000000;27925000000;64727000000;8056000000;9062000000;45043000000;19684000000;64727000000;701000000
MSFT;2024-03-31 00:00:00;27527000000;34277000000;2,94;21939000000;15772000000;27581000000;61858000000;7653000000;8119000000;43353000000;18505000000;61858000000;800000000
MSFT;2023-12-31 00:00:00;27435000000;34988000000;2,93;21870000000;15365000000;27032000000;62020000000;7142000000;8223000000;42397000000;19623000000;62020000000;909000000
MSFT;2023-09-30 00:00:00;27809000000;29622000000;2,99;22291000000;13320000000;26895000000;56517000000;6659000000;6661000000;40215000000;16302000000;56517000000;525000000
GOOGL;2024-06-30 00:00:00;27618000000;57317000000;1,89;23619000000;21810000000;27425000000;84742000000;11860000000;9950000000;49235000000;35507000000;84742000000;67000000
GOOGL;2024-03-31 00:00:00;28409000000;55067000000;1,89;23662000000;21355000000;25472000000;80539000000;11903000000;9452000000;46827000000;33712000000;80539000000;94000000
GOOGL;2023-12-31 00:00:00;24481000000;62613000000;1,64;20687000000;25038000000;23697000000;86310000000;12113000000;12925000000;48735000000;37575000000;86310000000;69000000
GOOGL;2023-09-30 00:00:00;21313000000;55350000000;1,55;19689000000;22121000000;21343000000;76693000000;11258000000;10863000000;43464000000;33229000000;76693000000;116000000
AMZN;2024-06-30 00:00:00;15834000000;133305000000;1,26;13485000000;13650000000;14672000000;147977000000;NULL;13553000000;28322000000;119655000000;147977000000;589000000
AMZN;2024-03-31 00:00:00;13627000000;128006000000;0,98;10431000000;12632000000;15307000000;143313000000;NULL;12404000000;27939000000;115374000000;143313000000;644000000
AMZN;2023-12-31 00:00:00;14399000000;156752000000;1;10624000000;16066000000;13209000000;169961000000;NULL;15912000000;29275000000;140686000000;169961000000;713000000
AMZN;2023-09-30 00:00:00;12995000000;131895000000;0,94;9879000000;13356000000;11188000000;143083000000;NULL;13112000000;24544000000;118539000000;143083000000;806000000
NVDA;2024-07-31 00:00:00;19275000000;11398000000;0,67;16599000000;3932000000;18642000000;30040000000;3090000000;842000000;22574000000;7466000000;30040000000;61000000
NVDA;2024-04-30 00:00:00;17343000000;9135000000;0,598;14881000000;3497000000;16909000000;26044000000;2720000000;777000000;20406000000;5638000000;26044000000;64000000
NVDA;2024-01-31 00:00:00;14169000000;8489000000;0,49;12285000000;3177000000;13614000000;22103000000;2465000000;712000000;16791000000;5312000000;22103000000;63000000
NVDA;2023-10-31 00:00:00;10585000000;7703000000;0,371;9243000000;2983000000;10417000000;18120000000;2294000000;689000000;13400000000;4720000000;18120000000;63000000
BRK-B;2024-06-30 00:00:00;39367000000;79373000000;14,08134;30348000000;NULL;NULL;117510000000;NULL;6934000000;NULL;NULL;117510000000;1230000000
BRK-B;2024-03-31 00:00:00;17022000000;76039000000;5,883336;12702000000;NULL;NULL;91745000000;NULL;6464000000;NULL;NULL;91745000000;1316000000
BRK-B;2023-12-31 00:00:00;48214000000;83252000000;17,33;37574000000;NULL;NULL;130190000000;NULL;8492000000;NULL;NULL;130190000000;1276000000
BRK-B;2023-09-30 00:00:00;-15699000000;80391000000;-5,88267;-12767000000;NULL;NULL;63432000000;NULL;6609000000;NULL;NULL;63432000000;1260000000
META;2024-06-30 00:00:00;15234000000;24224000000;5,16;13465000000;16916000000;14847000000;38682000000;10537000000;6379000000;31763000000;7308000000;39071000000;128000000
META;2024-03-31 00:00:00;14310000000;22637000000;4,71;12369000000;15997000000;13818000000;36075000000;9978000000;6019000000;29815000000;6640000000;36455000000;127000000
META;2023-12-31 00:00:00;16943000000;23727000000;5,33;14017000000;16032000000;16384000000;39777000000;10517000000;5515000000;32416000000;7695000000;40111000000;136000000
META;2023-09-30 00:00:00;14159000000;20398000000;4,39;11583000000;14188000000;13748000000;33853000000;9241000000;4947000000;27936000000;6210000000;34146000000;139000000
TSLA;2024-06-30 00:00:00;1973000000;23273000000;0,42;1478000000;2351000000;2227000000;25500000000;1074000000;1277000000;4578000000;20922000000;25500000000;86000000
TSLA;2024-03-31 00:00:00;1629000000;20130000000;0,34;1129000000;2525000000;1171000000;21301000000;1151000000;1374000000;3696000000;17605000000;21301000000;76000000
TSLA;2023-12-31 00:00:00;2252000000;23103000000;2,27;7930000000;2374000000;2064000000;25167000000;1094000000;1280000000;4438000000;20729000000;25167000000;61000000
TSLA;2023-09-30 00:00:00;2083000000;21586000000;0,53;1853000000;2414000000;1764000000;23350000000;1161000000;1253000000;4178000000;19172000000;23350000000;38000000
UNH;2024-06-30 00:00:00;6650000000;90980000000;4,54;4216000000;14182000000;6878000000;97858000000;NULL;NULL;21060000000;76798000000;97858000000;985000000
UNH;2024-03-31 00:00:00;845000000;91865000000;-1,531522;-1409000000;15074000000;6920000000;98785000000;NULL;NULL;21994000000;76791000000;98785000000;844000000
UNH;2023-12-31 00:00:00;7689000000;86738000000;5,83;5455000000;14313000000;6510000000;93248000000;NULL;NULL;20823000000;72425000000;93248000000;830000000
UNH;2023-09-30 00:00:00;8526000000;83835000000;6,24;5841000000;14862000000;7529000000;91364000000;NULL;NULL;22391000000;68973000000;91364000000;834000000
JNJ;2024-06-30 00:00:00;6018000000;15790000000;1,93;4686000000;8921000000;6657000000;22447000000;3440000000;5481000000;15578000000;6869000000;22447000000;270000000
JNJ;2024-03-31 00:00:00;3869000000;15110000000;1,34;3255000000;8599000000;6273000000;21383000000;3542000000;5057000000;14872000000;6511000000;21383000000;155000000
JNJ;2023-12-31 00:00:00;4977000000;16788000000;1,67;4049000000;9990000000;4607000000;21395000000;4480000000;5510000000;14597000000;6798000000;21395000000;151000000
JNJ;2023-09-30 00:00:00;5409000000;15153000000;10,21;26028000000;8547000000;6198000000;21351000000;3447000000;5100000000;14745000000;6606000000;21351000000;192000000
V;2024-06-30 00:00:00;6185000000;2949000000;2,4;4872000000;1176000000;5951000000;11650000000;NULL;912000000;7127000000;1773000000;8900000000;196000000
V;2024-03-31 00:00:00;5595000000;2991000000;2,29;4663000000;1199000000;5784000000;11276000000;NULL;950000000;6983000000;1792000000;8775000000;82000000
V;2023-12-31 00:00:00;6229000000;2671000000;2,39;4890000000;1011000000;5963000000;11290000000;NULL;764000000;6974000000;1660000000;8634000000;187000000
V;2023-09-30 00:00:00;5819000000;2930000000;2,27;4681000000;1235000000;5679000000;11304000000;NULL;988000000;6914000000;1695000000;8609000000;183000000
XOM;2024-06-30 00:00:00;13936000000;79124000000;2,14;9240000000;9334000000;10862000000;89986000000;NULL;2602000000;20196000000;69790000000;89986000000;271000000
XOM;2024-03-31 00:00:00;12590000000;70493000000;2,06;8220000000;8989000000;9918000000;80411000000;NULL;2518000000;18907000000;61504000000;80411000000;221000000
XOM;2023-12-31 00:00:00;10897000000;73447000000;1,91;7630000000;9462000000;8241000000;81688000000;NULL;2808000000;17703000000;63985000000;81688000000;272000000
XOM;2023-09-30 00:00:00;13868000000;76892000000;2,25;9070000000;10705000000;11678000000;88570000000;NULL;2655000000;22383000000;66187000000;88570000000;169000000
PG;2024-06-30 00:00:00;4090000000;16647000000;1,27;3137000000;6299000000;3885000000;20532000000;NULL;6299000000;10184000000;10348000000;20532000000;220000000
PG;2024-03-31 00:00:00;4825000000;15735000000;1,52;3754000000;5880000000;4460000000;20195000000;NULL;5880000000;10340000000;9855000000;20195000000;233000000
PG;2023-12-31 00:00:00;4744000000;15666000000;1,4;3468000000;5522000000;5775000000;21441000000;NULL;5522000000;11297000000;10144000000;21441000000;248000000
PG;2023-09-30 00:00:00;6027000000;16105000000;1,83;4521000000;5604000000;5766000000;21871000000;NULL;5604000000;11370000000;10501000000;21871000000;225000000
LLY;2024-06-30 00:00:00;3700800000;6884300000;3,28;2967000000;4714100000;4418500000;11302800000;2711200000;2002900000;9132600000;2170200000;11302800000;183600000
LLY;2024-03-31 00:00:00;2715700000;6032400000;2,48;2242900000;4358900000;2735600000;8768000000;2522800000;1836100000;7094500000;1673500000;8768000000;179600000
LLY;2023-12-31 00:00:00;2647000000;5813400000;2,42;2189700000;4025400000;3540000000;9353400000;2562700000;1462700000;7565400000;1788000000;9353400000;138200000
LLY;2023-09-30 00:00:00;551800000;6073100000;-0,060465;-57400000;4213000000;3425500000;9498600000;2409100000;1803900000;7638500000;1860100000;9498600000;124600000
MA;2024-06-30 00:00:00;4092000000;2822000000;3,5;3258000000;1215000000;4139000000;6961000000;NULL;990000000;5354000000;1607000000;6961000000;153000000
MA;2024-03-31 00:00:00;3708000000;2590000000;3,22;3011000000;1076000000;3758000000;6348000000;NULL;860000000;4834000000;1514000000;6348000000;150000000
MA;2023-12-31 00:00:00;3469000000;2850000000;2,97;2791000000;1322000000;3698000000;6548000000;NULL;1117000000;5020000000;1528000000;6548000000;148000000
MA;2023-09-30 00:00:00;3912000000;2664000000;3,39;3198000000;1091000000;3869000000;6533000000;NULL;880000000;4960000000;1573000000;6533000000;151000000
HD;2024-07-31 00:00:00;6618000000;36641000000;4,6;4561000000;7882000000;6534000000;43175000000;NULL;7144000000;14416000000;28759000000;43175000000;573000000
HD;2024-04-30 00:00:00;5136000000;31339000000;3,63;3600000000;7354000000;5079000000;36418000000;NULL;6667000000;12433000000;23985000000;36418000000;485000000
HD;2024-01-31 00:00:00;4198000000;30643000000;2,82;2801000000;7365000000;4143000000;34786000000;NULL;6679000000;11508000000;23278000000;34786000000;513000000
HD;2023-10-31 00:00:00;5455000000;32304000000;3,81;3810000000;7332000000;5406000000;37710000000;NULL;6649000000;12738000000;24972000000;37710000000;487000000
CVX;2024-06-30 00:00:00;7149000000;43984000000;2,43;4434000000;9113000000;5590000000;49574000000;NULL;1048000000;14703000000;34871000000;49574000000;113000000
CVX;2024-03-31 00:00:00;8040000000;40628000000;2,97;5501000000;8796000000;5952000000;46580000000;NULL;1010000000;14748000000;31832000000;46580000000;118000000
CVX;2023-12-31 00:00:00;3610000000;43526000000;1,22;2259000000;8795000000;5407000000;48933000000;NULL;969000000;14202000000;34731000000;48933000000;120000000
CVX;2023-09-30 00:00:00;8852000000;45137000000;3,48;6526000000;8784000000;6785000000;51922000000;NULL;1163000000;15569000000;36353000000;51922000000;114000000
MRK;2024-06-30 00:00:00;6316000000;9984000000;2,14;5455000000;6239000000;6128000000;16112000000;3500000000;2739000000;12367000000;3745000000;16112000000;310000000
MRK;2024-03-31 00:00:00;5973000000;10015000000;1,87;4762000000;6475000000;5760000000;15775000000;3992000000;2483000000;12235000000;3540000000;15775000000;303000000
MRK;2023-12-31 00:00:00;-1736000000;16343000000;-0,48;-1226000000;12431000000;-1713000000;14630000000;9627000000;2804000000;10718000000;3912000000;14630000000;310000000
MRK;2023-09-30 00:00:00;5937000000;10090000000;1,86;4745000000;5826000000;5872000000;15962000000;3307000000;2519000000;11698000000;4264000000;15962000000;317000000
ABBV;2024-06-30 00:00:00;2872000000;9527000000;0,77;1370000000;5325000000;4935000000;14462000000;1948000000;3377000000;10260000000;4202000000;14462000000;726000000
ABBV;2024-03-31 00:00:00;2415000000;9348000000;0,77;1369000000;5254000000;2962000000;12310000000;1939000000;3315000000;8216000000;4094000000;12310000000;660000000
ABBV;2023-12-31 00:00:00;1776000000;10824000000;0,46;822000000;5120000000;3477000000;14301000000;1927000000;3193000000;8597000000;5704000000;14301000000;564000000
ABBV;2023-09-30 00:00:00;2508000000;11580000000;1;1778000000;5095000000;2347000000;13927000000;1723000000;3372000000;7442000000;6485000000;13927000000;555000000
PEP;2024-06-30 00:00:00;4104000000;18453000000;2,23;3083000000;8534000000;4048000000;22501000000;NULL;8534000000;12582000000;9919000000;22501000000;234000000
PEP;2024-03-31 00:00:00;2775000000;15533000000;1,48;2042000000;7285000000;2717000000;18250000000;NULL;7285000000;10002000000;8248000000;18250000000;202000000
PEP;2023-12-31 00:00:00;1750000000;25246000000;0,94;1302000000;12149000000;2604000000;27850000000;NULL;12149000000;14753000000;13097000000;27850000000;217000000
PEP;2023-09-30 00:00:00;4077000000;19432000000;2,24;3092000000;8757000000;4021000000;23453000000;NULL;8757000000;12778000000;10675000000;23453000000;201000000
KO;2024-06-30 00:00:00;3446000000;9731000000;0,56;2411000000;4919000000;2632000000;12363000000;NULL;2081000000;7551000000;4812000000;12363000000;418000000
KO;2024-03-31 00:00:00;4254000000;7626000000;0,74;3177000000;3391000000;3674000000;11300000000;NULL;1850000000;7065000000;4235000000;11300000000;382000000
KO;2023-12-31 00:00:00;2895000000;8492000000;0,46;1973000000;3858000000;2357000000;10849000000;NULL;1846000000;6215000000;4634000000;10849000000;413000000
KO;2023-09-30 00:00:00;3905000000;8386000000;0,71;3087000000;3729000000;3567000000;11953000000;NULL;2277000000;7296000000;4657000000;11953000000;368000000
PFE;2024-06-30 00:00:00;675000000;11020000000;0,01;41000000;7720000000;2263000000;13283000000;2696000000;3717000000;9983000000;3300000000;13283000000;778000000
PFE;2024-03-31 00:00:00;4211000000;10675000000;0,55;3115000000;7296000000;4203000000;14878000000;2493000000;3495000000;11499000000;3379000000;14878000000;790000000
PFE;2023-12-31 00:00:00;-3441000000;16220000000;-0,6;-3369000000;8657000000;-1971000000;14249000000;2815000000;4575000000;6686000000;7563000000;14249000000;688000000
PFE;2023-09-30 00:00:00;-2657000000;16440000000;-0,42;-2382000000;7171000000;-3208000000;13232000000;2711000000;3281000000;3963000000;9269000000;13232000000;695000000
AVGO;2024-07-31 00:00:00;3870000000;8981000000;-0,4;-1875000000;4265000000;4091000000;13072000000;2353000000;1100000000;8356000000;4716000000;13072000000;1064000000
AVGO;2024-04-30 00:00:00;3052000000;9230000000;0,442;2121000000;4519000000;3257000000;12487000000;2415000000;1277000000;7776000000;4711000000;12487000000;1047000000
AVGO;2024-01-31 00:00:00;2268000000;9258000000;0,284;1325000000;4672000000;2703000000;11961000000;2308000000;1572000000;7375000000;4586000000;11961000000;926000000
AVGO;2023-10-31 00:00:00;4372000000;5042000000;0,825;3524000000;2154000000;4253000000;9295000000;1388000000;418000000;6407000000;2888000000;9295000000;405000000
COST;2024-05-31 00:00:00;2325000000;56318000000;3,78;1681000000;5145000000;2197000000;58515000000;NULL;5145000000;7342000000;51173000000;58515000000;41000000
COST;2024-02-29 00:00:00;2278000000;56380000000;3,92;1743000000;5240000000;2062000000;58442000000;NULL;5240000000;7302000000;51140000000;58442000000;41000000
COST;2023-11-30 00:00:00;2144000000;55815000000;3,58;1589000000;5358000000;1984000000;57799000000;NULL;5358000000;7342000000;50457000000;57799000000;38000000
COST;2023-08-31 00:00:00;3019000000;76158000000;4,85;2160000000;6939000000;2781000000;78939000000;NULL;6939000000;9720000000;69219000000;78939000000;56000000
TMO;2024-06-30 00:00:00;2119000000;8644000000;4,04;1548000000;2450000000;1897000000;10541000000;339000000;2111000000;4347000000;6194000000;10541000000;354000000
TMO;2024-03-31 00:00:00;1952000000;8654000000;3,46;1328000000;2514000000;1691000000;10345000000;331000000;2183000000;4205000000;6140000000;10345000000;363000000
TMO;2023-12-31 00:00:00;2130000000;8952000000;4,2;1630000000;2459000000;1934000000;10886000000;327000000;2132000000;4393000000;6493000000;10886000000;390000000
TMO;2023-09-30 00:00:00;2124000000;8626000000;4,42;1715000000;2368000000;1948000000;10574000000;319000000;2049000000;4316000000;6258000000;10574000000;359000000
MCD;2024-06-30 00:00:00;2928000000;3463000000;2,8;2022000000;691000000;3027000000;6401000000;NULL;590000000;3718000000;2772000000;6490000000;373000000
MCD;2024-03-31 00:00:00;2781000000;3451000000;2,66;1929000000;721000000;2718000000;6078000000;NULL;622000000;3439000000;2730000000;6169000000;372000000
MCD;2023-12-31 00:00:00;2875200000;3573400000;2,8;2039000000;821400000;2832800000;6342700000;NULL;730900000;3654200000;2752000000;6406200000;360200000
MCD;2023-09-30 00:00:00;3264200000;3508700000;3,17;2317100000;680200000;3183500000;6603300000;NULL;583500000;3863700000;2828500000;6692200000;340700000
WMT;2024-07-31 00:00:00;6892000000;161395000000;0,56;4501000000;34585000000;7940000000;169335000000;NULL;34585000000;42525000000;126810000000;169335000000;679000000
WMT;2024-04-30 00:00:00;7749000000;154667000000;0,63;5104000000;33236000000;6841000000;161508000000;NULL;33236000000;40077000000;121431000000;161508000000;714000000
WMT;2024-01-31 00:00:00;8213000000;166134000000;0,676667;5494000000;34309000000;7254000000;173388000000;NULL;34309000000;41563000000;131825000000;173388000000;695000000
WMT;2023-10-31 00:00:00;1597000000;154602000000;0,056667;453000000;33419000000;6202000000;160804000000;NULL;33419000000;39621000000;121183000000;160804000000;682000000
CSCO;2024-07-31 00:00:00;2814000000;10912000000;0,54;2162000000;6051000000;2730000000;13642000000;2179000000;3604000000;8781000000;4861000000;13642000000;418000000
CSCO;2024-04-30 00:00:00;2592000000;9969000000;0,46;1886000000;5540000000;2733000000;12702000000;1948000000;3295000000;8273000000;4429000000;12702000000;357000000
CSCO;2024-01-31 00:00:00;3281000000;9683000000;0,65;2634000000;5109000000;3108000000;12791000000;1943000000;3100000000;8217000000;4574000000;12791000000;120000000
CSCO;2023-10-31 00:00:00;4553000000;10269000000;0,89;3638000000;5158000000;4399000000;14668000000;1913000000;3178000000;9557000000;5111000000;14668000000;111000000
ACN;2024-05-31 00:00:00;2665704000;13835963000;3,04;1932183000;2867586000;2630865000;16466828000;NULL;2790166000;5498451000;10968377000;16466828000;11334000
ACN;2024-02-29 00:00:00;2106044000;13753087000;2,63;1674859000;2832042000;2046427000;15799514000;NULL;2716633000;4878469000;10921045000;15799514000;10305000
ACN;2023-11-30 00:00:00;2631148000;13659416000;3,1;1973444000;2883054000;2564887000;16224303000;NULL;2743390000;5447941000;10776362000;16224303000;14495000
ACN;2023-08-31 00:00:00;1976530000;14072280000;2,15;1372963000;3268709000;1912920000;15985200000;NULL;2796826000;5181629000;10803571000;15985200000;17403000
ABT;2024-06-30 00:00:00;1747000000;8708000000;0,74;1302000000;4105000000;1669000000;10377000000;698000000;2936000000;5774000000;4603000000;10377000000;140000000
ABT;2024-03-31 00:00:00;1577000000;8578000000;0,7;1225000000;4115000000;1386000000;9964000000;684000000;2959000000;5501000000;4463000000;9964000000;141000000
ABT;2023-12-31 00:00:00;1954000000;8461000000;0,91;1594000000;3905000000;1780000000;10241000000;700000000;2724000000;5685000000;4556000000;10241000000;159000000
ABT;2023-09-30 00:00:00;1837000000;8496000000;0,82;1436000000;3891000000;1647000000;10143000000;672000000;2723000000;5538000000;4605000000;10143000000;166000000
DHR;2024-06-30 00:00:00;1148000000;4575000000;1,22;907000000;2260000000;1168000000;5743000000;391000000;1869000000;3428000000;2315000000;5743000000;65000000
DHR;2024-03-31 00:00:00;1336000000;4484000000;1,45;1088000000;2175000000;1312000000;5796000000;368000000;1807000000;3487000000;2309000000;5796000000;65000000
DHR;2023-12-31 00:00:00;535000000;2075000000;1,45;1079000000;1005000000;618000000;2693000000;239000000;766000000;1623000000;1070000000;2693000000;78000000
DHR;2023-09-30 00:00:00;1470000000;5435000000;1,51;1129000000;2562000000;1438000000;6873000000;417000000;2145000000;4000000000;2873000000;6873000000;73000000
NFLX;2024-06-30 00:00:00;2681842000;6956473000;4,88;2147306000;1782330000;2602837000;9559310000;711254000;1071076000;4385167000;5174143000;9559310000;167986000
NFLX;2024-03-31 00:00:00;2787893000;6737906000;5,28;2332209000;1760833000;2632534000;9370440000;702473000;1058360000;4393367000;4977073000;9370440000;173314000
