ticker;ebitda;ebit;total_expenses;diluted_eps;net_income;operating_expense;operating_income;operating_revenue;research_and_development;selling_general_and_administration;gross_profit;cost_of_revenue;total_revenue;interest_expense
PLD;2024-06-30 00:00:00;1162827000;1271116000;0,92;861348000;755345000;736838000;2007954000;NULL;106596000;1492183000;515771000;2007954000;208267000
PLD;2024-03-31 00:00:00;856607000;1294108000;0,63;585715000;761040000;662513000;1956621000;NULL;111291000;1423553000;533068000;1956621000;193000000
PLD;2023-12-31 00:00:00;886104000;1245406000;0,68;630936000;758323000;643841000;1889247000;NULL;98309000;1402164000;487083000;1889247000;151723000
PLD;2023-09-30 00:00:00;1021437000;1251170000;0,8;747627000;751025000;663494000;1914664000;NULL;96673000;1414519000;500145000;1914664000;181053000
AXP;2024-06-30 00:00:00;NULL;NULL;4,15;3015000000;NULL;NULL;16333000000;NULL;3429000000;NULL;NULL;16333000000;2064000000
AXP;2024-03-31 00:00:00;NULL;NULL;3,33;2437000000;NULL;NULL;15801000000;NULL;3574000000;NULL;NULL;15801000000;2006000000
AXP;2023-12-31 00:00:00;NULL;NULL;2,62;1933000000;NULL;NULL;15792000000;NULL;3359000000;NULL;NULL;15792000000;1948000000
AXP;2023-09-30 00:00:00;NULL;NULL;3,3;2451000000;NULL;NULL;15342000000;NULL;3283000000;NULL;NULL;15342000000;1798000000
MO;2024-06-30 00:00:00;5377000000;2365000000;2,21;3803000000;763000000;2912000000;6206000000;NULL;763000000;3675000000;1602000000;5277000000;261000000
MO;2024-03-31 00:00:00;2993000000;2043000000;1,21;2129000000;606000000;2674000000;5557000000;NULL;606000000;3280000000;1437000000;4717000000;254000000
MO;2023-12-31 00:00:00;3126000000;2323000000;1,17;2060000000;798000000;2701000000;6008000000;NULL;798000000;3499000000;1525000000;5024000000;391000000
MO;2023-09-30 00:00:00;3180000000;2155000000;1,22;2166000000;577000000;3122000000;6257000000;NULL;577000000;3699000000;1578000000;5277000000;272000000
BKNG;2024-06-30 00:00:00;2186000000;4003000000;44,38;1521000000;4003000000;1856000000;5859000000;NULL;3678000000;NULL;NULL;5859000000;264000000
BKNG;2024-03-31 00:00:00;1156000000;3624000000;22,37;776000000;3624000000;791000000;4415000000;NULL;3300000000;NULL;NULL;4415000000;219000000
BKNG;2023-12-31 00:00:00;619000000;4179000000;6,28;222000000;4179000000;605000000;4784000000;NULL;3853000000;NULL;NULL;4784000000;208000000
BKNG;2023-09-30 00:00:00;3403000000;4236000000;69,8;2511000000;4236000000;3105000000;7341000000;NULL;3920000000;NULL;NULL;7341000000;254000000
T;2024-06-30 00:00:00;6790000000;23557000000;0,49;3597000000;12115000000;6240000000;29797000000;NULL;7043000000;18355000000;11442000000;29797000000;1699000000
T;2024-03-31 00:00:00;6593000000;24022000000;0,47;3445000000;12068000000;6006000000;30028000000;NULL;7021000000;18074000000;11954000000;30028000000;1724000000
T;2023-12-31 00:00:00;4662000000;26162000000;0,3;2188000000;12251000000;5860000000;32022000000;NULL;7485000000;18111000000;13911000000;32022000000;1726000000
T;2023-09-30 00:00:00;6642000000;23964000000;0,48;3495000000;11910000000;6386000000;30350000000;NULL;7205000000;18296000000;12054000000;30350000000;1662000000
ISRG;2024-06-30 00:00:00;567300000;1442600000;1,46;526900000;805400000;567300000;2009900000;280100000;525300000;1372700000;637200000;2009900000;NULL
ISRG;2024-03-31 00:00:00;469400000;1421200000;1,51;544900000;776000000;469400000;1890600000;284500000;491500000;1245400000;645200000;1890600000;NULL
ISRG;2023-12-31 00:00:00;450200000;1478100000;1,69;606200000;827200000;450200000;1928300000;260100000;567100000;1277400000;650900000;1928300000;NULL
ISRG;2023-09-30 00:00:00;465800000;1277900000;1,16;415700000;701400000;465800000;1743700000;249400000;452000000;1167200000;576500000;1743700000;NULL
MMC;2024-06-30 00:00:00;1721000000;4579000000;2,27;1125000000;1125000000;1642000000;6238000000;NULL;NULL;2767000000;3454000000;6221000000;156000000
MMC;2024-03-31 00:00:00;2030000000;4548000000;2,82;1400000000;1078000000;1925000000;6487000000;NULL;NULL;3003000000;3470000000;6473000000;159000000
MMC;2023-12-31 00:00:00;1199000000;4451000000;1,52;756000000;1183000000;1103000000;5509000000;NULL;NULL;2286000000;3268000000;5554000000;151000000
MMC;2023-09-30 00:00:00;1075000000;4386000000;1,47;730000000;1099000000;996000000;5396000000;NULL;NULL;2095000000;3287000000;5382000000;145000000
EL;2024-06-30 00:00:00;-188000000;3537000000;-0,79;-284000000;2444000000;334000000;3871000000;NULL;2444000000;2778000000;1093000000;3871000000;91000000
EL;2024-03-31 00:00:00;580000000;3391000000;0,91;330000000;2284000000;549000000;3940000000;NULL;2284000000;2833000000;1107000000;3940000000;94000000
EL;2023-12-31 00:00:00;617000000;3698000000;0,87;313000000;2544000000;581000000;4279000000;NULL;2544000000;3125000000;1154000000;4279000000;98000000
EL;2023-09-30 00:00:00;141000000;3419000000;0,09;31000000;2349000000;99000000;3518000000;NULL;2349000000;2448000000;1070000000;3518000000;95000000
LMT;2024-06-30 00:00:00;2209000000;15959000000;6,85;1641000000;-33000000;2163000000;18122000000;NULL;-15000000;2130000000;15992000000;18122000000;261000000
LMT;2024-03-31 00:00:00;2090000000;15150000000;6,39;1545000000;-52000000;2045000000;17195000000;NULL;-16000000;1993000000;15202000000;17195000000;255000000
LMT;2023-12-31 00:00:00;2399000000;16581000000;7,58;1866000000;2000000;2293000000;18874000000;NULL;NULL;2295000000;16579000000;18874000000;254000000
LMT;2023-09-30 00:00:00;2190000000;14836000000;6,73;1684000000;6000000;2042000000;16878000000;NULL;NULL;2048000000;14830000000;16878000000;237000000
SYK;2024-06-30 00:00:00;1051000000;4371000000;2,14;825000000;2365000000;1051000000;5422000000;363000000;1847000000;3416000000;2006000000;5422000000;NULL
SYK;2024-03-31 00:00:00;972000000;4271000000;2,05;788000000;2361000000;972000000;5243000000;368000000;1840000000;3333000000;1910000000;5243000000;NULL
SYK;2023-12-31 00:00:00;1263000000;4552000000;2,98;1143000000;2440000000;1263000000;5815000000;350000000;1941000000;3703000000;2112000000;5815000000;NULL
SYK;2023-09-30 00:00:00;940000000;3969000000;1,8;692000000;2218000000;940000000;4909000000;353000000;1701000000;3158000000;1751000000;4909000000;NULL
BA;2024-06-30 00:00:00;-842000000;17968000000;-2,33;-1439000000;2331000000;-1102000000;16866000000;954000000;1377000000;1229000000;15637000000;16866000000;673000000
BA;2024-03-31 00:00:00;191000000;16722000000;-0,56;-343000000;2029000000;-153000000;16569000000;868000000;1161000000;1876000000;14693000000;16569000000;569000000
BA;2023-12-31 00:00:00;591000000;21737000000;-0,04;-23000000;2416000000;281000000;22018000000;881000000;1535000000;2697000000;19321000000;22018000000;600000000
BA;2023-09-30 00:00:00;-511000000;18940000000;-2,7;-1636000000;2001000000;-836000000;18104000000;958000000;1043000000;1165000000;16939000000;18104000000;589000000
ADP;2024-06-30 00:00:00;1191500000;3658300000;2,02;829300000;1026700000;1110200000;4768500000;NULL;1026700000;2136900000;2631600000;4768500000;102200000
ADP;2024-03-31 00:00:00;1609000000;3700700000;2,88;1184900000;932500000;1553100000;5253800000;NULL;932500000;2485600000;2768200000;5253800000;62700000
ADP;2023-12-31 00:00:00;1248700000;3484100000;2,13;878400000;922500000;1183900000;4668000000;NULL;922500000;2106400000;2561600000;4668000000;104900000
ADP;2023-09-30 00:00:00;1184400000;3395700000;2,08;859400000;880300000;1116700000;4512400000;NULL;880300000;1997000000;2515400000;4512400000;91600000
MDLZ;2024-06-30 00:00:00;980000000;7474000000;0,45;601000000;1928000000;869000000;8343000000;NULL;1891000000;2797000000;5546000000;8343000000;130000000
MDLZ;2024-03-31 00:00:00;2804000000;6516000000;1,04;1412000000;1976000000;2774000000;9290000000;NULL;1938000000;4750000000;4540000000;9290000000;122000000
MDLZ;2023-12-31 00:00:00;1281000000;8140000000;0,7;950000000;2296000000;1174000000;9314000000;NULL;2259000000;3470000000;5844000000;9314000000;118000000
MDLZ;2023-09-30 00:00:00;1465000000;7592000000;0,72;984000000;2057000000;1437000000;9029000000;NULL;2019000000;3494000000;5535000000;9029000000;134000000
ZTS;2024-06-30 00:00:00;839000000;1455000000;1,37;624000000;787000000;906000000;2361000000;171000000;581000000;1693000000;668000000;2361000000;59000000
ZTS;2024-03-31 00:00:00;805000000;1389000000;1,31;599000000;746000000;801000000;2190000000;162000000;547000000;1547000000;643000000;2190000000;58000000
ZTS;2023-12-31 00:00:00;709000000;1504000000;1,14;525000000;776000000;709000000;2213000000;174000000;565000000;1485000000;728000000;2213000000;59000000
ZTS;2023-09-30 00:00:00;776000000;1353000000;1,29;596000000;715000000;798000000;2151000000;152000000;525000000;1513000000;638000000;2151000000;59000000
GE;2024-06-30 00:00:00;1695000000;7466000000;1,15;1266000000;1891000000;1627000000;9093000000;300000000;1591000000;3518000000;5575000000;9093000000;248000000
GE;2024-03-31 00:00:00;2144000000;15023000000;1,39;1537000000;3403000000;1030000000;16053000000;507000000;2896000000;4433000000;11620000000;16053000000;278000000
GE;2023-12-31 00:00:00;2305000000;18228000000;1,45;1592000000;3832000000;1195000000;19423000000;551000000;3281000000;5027000000;14396000000;19423000000;296000000
GE;2023-09-30 00:00:00;586000000;16256000000;0,23;348000000;3352000000;1090000000;17346000000;471000000;2881000000;4442000000;12904000000;17346000000;286000000
AMT;2024-06-30 00:00:00;1393800000;1616000000;1,92;900300000;794100000;1284300000;2900300000;NULL;234300000;2078400000;821900000;2900300000;365400000
AMT;2024-03-31 00:00:00;1397600000;1597500000;1,96;917400000;809200000;1236600000;2834100000;NULL;257000000;2045800000;788300000;2834100000;366700000
AMT;2023-12-31 00:00:00;385900000;1640200000;0,18;84900000;828800000;1146500000;2786700000;NULL;252300000;1975300000;811400000;2786700000;350700000
AMT;2023-09-30 00:00:00;1002200000;1837900000;1,26;586900000;1022100000;980700000;2818600000;NULL;231900000;2002800000;815800000;2818600000;359200000
TMUS;2024-06-30 00:00:00;4622000000;15142000000;2,49;2925000000;8390000000;4630000000;19535000000;NULL;5142000000;13020000000;6752000000;19772000000;854000000
TMUS;2024-03-31 00:00:00;4018000000;15596000000;2;2374000000;8509000000;3998000000;19347000000;NULL;5138000000;12507000000;7087000000;19594000000;880000000
TMUS;2023-12-31 00:00:00;3492000000;16998000000;1,67;2014000000;8598000000;3480000000;20217000000;NULL;5280000000;12078000000;8400000000;20478000000;849000000
TMUS;2023-09-30 00:00:00;3637000000;15656000000;1,82;2142000000;8521000000;3596000000;18990000000;NULL;5334000000;12117000000;7135000000;19252000000;790000000
MU;2024-05-31 00:00:00;865000000;6130000000;0,3;332000000;1151000000;681000000;6811000000;850000000;291000000;1832000000;4979000000;6811000000;150000000
MU;2024-02-29 00:00:00;314000000;5642000000;0,71;793000000;897000000;182000000;5824000000;832000000;280000000;1079000000;4745000000;5824000000;144000000
MU;2023-11-30 00:00:00;-1023000000;5854000000;-1,12;-1234000000;1093000000;-1128000000;4726000000;845000000;263000000;-35000000;4761000000;4726000000;132000000
MU;2023-08-31 00:00:00;-1329000000;5385000000;-1,31;-1430000000;940000000;-1375000000;4010000000;719000000;219000000;-435000000;4445000000;4010000000;129000000
PYPL;2024-06-30 00:00:00;1492000000;6447000000;1,08;1128000000;2170000000;1438000000;7885000000;718000000;1016000000;3608000000;4277000000;7885000000;93000000
PYPL;2024-03-31 00:00:00;1295000000;6319000000;0,83;888000000;2081000000;1380000000;7699000000;742000000;885000000;3461000000;4238000000;7699000000;86000000
PYPL;2023-12-31 00:00:00;1880000000;6609000000;1,29;1402000000;2255000000;1417000000;8026000000;770000000;1020000000;3672000000;4354000000;8026000000;87000000
PYPL;2023-09-30 00:00:00;1327000000;6211000000;0,93;1020000000;2162000000;1207000000;7418000000;739000000;949000000;3369000000;4049000000;7418000000;86000000
C;2024-06-30 00:00:00;NULL;NULL;1,52;3217000000;NULL;NULL;20144000000;NULL;7186000000;NULL;NULL;20144000000;22494000000
C;2024-03-31 00:00:00;NULL;NULL;1,58;3371000000;NULL;NULL;21094000000;NULL;7928000000;NULL;NULL;21094000000;22716000000
C;2023-12-31 00:00:00;NULL;NULL;-1,161439;-1839000000;NULL;NULL;18840000000;NULL;7283000000;NULL;NULL;18840000000;22555000000
C;2023-09-30 00:00:00;NULL;NULL;1,63;3546000000;NULL;NULL;19746000000;NULL;7773000000;NULL;NULL;19746000000;21009000000
CI;2024-06-30 00:00:00;2364000000;58486000000;5,45;1548000000;NULL;NULL;60475000000;NULL;3684000000;NULL;NULL;60475000000;375000000
CI;2024-03-31 00:00:00;401000000;55340000000;-0,97;-277000000;NULL;NULL;55419000000;NULL;3705000000;NULL;NULL;55419000000;322000000
CI;2023-12-31 00:00:00;548000000;50892000000;3,49;1029000000;NULL;NULL;51080000000;NULL;4062000000;NULL;NULL;51080000000;360000000
CI;2023-09-30 00:00:00;2205000000;47194000000;4,74;1408000000;NULL;NULL;49034000000;NULL;3788000000;NULL;NULL;49034000000;365000000
CB;2024-06-30 00:00:00;2888000000;11197000000;5,46;2230000000;NULL;NULL;13903000000;NULL;1094000000;NULL;NULL;13903000000;182000000
CB;2024-03-31 00:00:00;2814000000;10321000000;5,23;2143000000;NULL;NULL;12957000000;NULL;1070000000;NULL;NULL;12957000000;178000000
CB;2023-12-31 00:00:00;2785000000;10472000000;8,03;3300000000;NULL;NULL;13084000000;NULL;1048000000;NULL;NULL;13084000000;173000000
CB;2023-09-30 00:00:00;2627000000;11436000000;4,95;2043000000;NULL;NULL;13889000000;NULL;1060000000;NULL;NULL;13889000000;174000000
APD;2024-06-30 00:00:00;905200000;2247900000;3,13;696600000;242300000;737600000;2985500000;27000000;235400000;979900000;2005600000;2985500000;55700000
APD;2024-03-31 00:00:00;771300000;2236000000;2,57;572400000;244500000;694200000;2930200000;25400000;240600000;938700000;1991500000;2930200000;59900000
APD;2023-12-31 00:00:00;810500000;2330500000;2,73;609300000;263300000;666900000;2997400000;25700000;238400000;930200000;2067200000;2997400000;53500000
APD;2023-09-30 00:00:00;889200000;2452700000;3,11;692600000;245500000;738600000;3191300000;24700000;232700000;984100000;2207200000;3191300000;48000000
F;2024-06-30 00:00:00;2717000000;45925000000;0,46;1831000000;2678000000;1883000000;47808000000;NULL;2678000000;4561000000;43247000000;47808000000;279000000
F;2024-03-31 00:00:00;1904000000;41552000000;0,33;1332000000;2376000000;1225000000;42777000000;NULL;2376000000;3601000000;39176000000;42777000000;292000000
F;2023-12-31 00:00:00;-1497000000;46207000000;-0,13;-526000000;2775000000;-245000000;45962000000;NULL;2775000000;2530000000;43432000000;45962000000;370000000
F;2023-09-30 00:00:00;1717000000;42672000000;0,3;1199000000;2671000000;1129000000;43801000000;NULL;2671000000;3800000000;40001000000;43801000000;330000000
MRNA;2024-06-30 00:00:00;-1273000000;1584000000;-3,33;-1279000000;1469000000;-1363000000;184000000;1221000000;268000000;106000000;115000000;221000000;6000000
MRNA;2024-03-31 00:00:00;-1159000000;1433000000;-3,07;-1175000000;1337000000;-1266000000;167000000;1063000000;274000000;71000000;96000000;167000000;6000000
MRNA;2023-12-31 00:00:00;76000000;2807000000;0,55;217000000;1878000000;6000000;2793000000;1406000000;470000000;1884000000;929000000;2813000000;6000000
MRNA;2023-09-30 00:00:00;-1948000000;3799000000;-9,53;-3630000000;1558000000;-2012000000;1757000000;1160000000;442000000;-454000000;2241000000;1787000000;10000000
EQIX;2024-06-30 00:00:00;458000000;1738000000;3,16;301000000;656000000;421000000;2159000000;NULL;656000000;1077000000;1082000000;2159000000;110000000
EQIX;2024-03-31 00:00:00;381000000;1761000000;2,43;231000000;670000000;366000000;2127000000;NULL;670000000;1036000000;1091000000;2127000000;104000000
EQIX;2023-12-31 00:00:00;373485000;1758228000;2,4;227568000;666452000;352261000;2110489000;NULL;666452000;1018713000;1091776000;2110489000;103183000
EQIX;2023-09-30 00:00:00;397130000;1685387000;2,93;275794000;616396000;375643000;2061030000;NULL;616396000;992039000;1068991000;2061030000;101385000
ICE;2024-06-30 00:00:00;1094000000;1816000000;1,1;632000000;549000000;1081000000;2897000000;NULL;168000000;1630000000;1267000000;2897000000;233000000
ICE;2024-03-31 00:00:00;1205000000;1702000000;1,33;767000000;524000000;1099000000;2801000000;NULL;143000000;1623000000;1178000000;2801000000;241000000
ICE;2023-12-31 00:00:00;767000000;1673000000;0,64;373000000;511000000;993000000;2666000000;NULL;132000000;1504000000;1162000000;2666000000;251000000
ICE;2023-09-30 00:00:00;888000000;1429000000;0,96;541000000;419000000;1000000000;2429000000;NULL;110000000;1419000000;1010000000;2429000000;206000000
GM;2024-06-30 00:00:00;3849000000;44096000000;2,55;2933000000;2372000000;3872000000;47968000000;NULL;2372000000;6244000000;41724000000;47968000000;206000000
GM;2024-03-31 00:00:00;3934000000;39277000000;2,56;2980000000;2175000000;3737000000;43014000000;NULL;2175000000;5912000000;37102000000;43014000000;219000000
GM;2023-12-31 00:00:00;1358000000;42061000000;1,6;2101000000;2391000000;918000000;42979000000;NULL;2391000000;3309000000;39670000000;42979000000;222000000
GM;2023-09-30 00:00:00;3693000000;41119000000;2,2;3064000000;2344000000;3012000000;44131000000;NULL;2344000000;5356000000;38775000000;44131000000;229000000
EW;2024-06-30 00:00:00;377200000;1008700000;0,61;366300000;723400000;377200000;1385900000;272600000;450800000;1100600000;285300000;1385900000;NULL
EW;2024-03-31 00:00:00;437700000;1160500000;0,58;351900000;774900000;437700000;1598200000;285200000;489700000;1212600000;385600000;1598200000;NULL
EW;2023-12-31 00:00:00;314300000;1106900000;0,61;369900000;750000000;427200000;1534100000;270000000;480000000;1177200000;356900000;1534100000;NULL
EW;2023-09-30 00:00:00;420600000;1060300000;0,63;384900000;709900000;420600000;1480900000;270300000;439600000;1130500000;350400000;1480900000;NULL
DUK;2024-06-30 00:00:00;1895000000;5428000000;1,13;900000000;1802000000;1744000000;7172000000;NULL;NULL;3546000000;3626000000;7172000000;824000000
DUK;2024-03-31 00:00:00;2149000000;5719000000;1,44;1138000000;1773000000;1952000000;7671000000;NULL;NULL;3725000000;3946000000;7671000000;817000000
DUK;2023-12-31 00:00:00;2050000000;5374000000;1,27;1005000000;1604000000;1838000000;7212000000;NULL;NULL;3442000000;3770000000;7212000000;793000000
DUK;2023-09-30 00:00:00;2289000000;5803000000;1,59;1252000000;1747000000;2191000000;7994000000;NULL;NULL;3938000000;4056000000;7994000000;774000000
SO;2024-06-30 00:00:00;2172000000;4524000000;1,09;1203000000;1545000000;1939000000;6154000000;NULL;NULL;3484000000;2979000000;6463000000;694000000
SO;2024-03-31 00:00:00;1959000000;4943000000;1,03;1129000000;1541000000;1703000000;6418000000;NULL;NULL;3244000000;3402000000;6646000000;665000000
SO;2023-12-31 00:00:00;1434000000;4838000000;0,78;855000000;1281000000;1207000000;5758000000;NULL;NULL;2488000000;3557000000;6045000000;634000000
SO;2023-09-30 00:00:00;2349000000;4870000000;1,29;1422000000;1644000000;2110000000;6758000000;NULL;NULL;3754000000;3226000000;6980000000;620000000
REGN;2024-06-30 00:00:00;1642900000;2453600000;12,41;1432300000;1973400000;1093500000;3442600000;1200000000;758800000;3066900000;480200000;3547100000;14800000
REGN;2024-03-31 00:00:00;716800000;2386500000;6,27;722000000;1952700000;758500000;3028100000;1248400000;689000000;2711200000;433800000;3145000000;16100000
REGN;2023-12-31 00:00:00;1165900000;2431400000;10,19;1159600000;1914400000;1002900000;3221800000;1177200000;737700000;2917300000;517000000;3434300000;18300000
REGN;2023-09-30 00:00:00;1128600000;2151700000;8,89;1007800000;1715300000;1211000000;3224400000;1075300000;640500000;2926300000;436400000;3362700000;17800000
PGR;2024-06-30 00:00:00;1930000000;16266600000;2,48;1458700000;NULL;NULL;18127000000;NULL;NULL;NULL;NULL;18127000000;69600000
PGR;2024-03-31 00:00:00;3009500000;14296900000;3,94;2331400000;NULL;NULL;17236800000;NULL;NULL;NULL;NULL;17236800000;69600000
PGR;2023-12-31 00:00:00;2573100000;14380400000;3,37;1987800000;NULL;NULL;16883800000;NULL;NULL;NULL;NULL;16883800000;69700000
PGR;2023-09-30 00:00:00;1479900000;14143200000;1,89;1121300000;NULL;NULL;15553400000;NULL;NULL;NULL;NULL;15553400000;69700000
HUM;2024-06-30 00:00:00;1086000000;28622000000;5,62;679000000;NULL;NULL;29540000000;NULL;NULL;NULL;NULL;29540000000;168000000
HUM;2024-03-31 00:00:00;1173000000;28597000000;6,11;741000000;NULL;NULL;29611000000;NULL;NULL;NULL;NULL;29611000000;159000000
HUM;2023-12-31 00:00:00;-445000000;27053000000;-4,42;-541000000;NULL;NULL;26462000000;NULL;NULL;NULL;NULL;26462000000;146000000
HUM;2023-09-30 00:00:00;1212000000;25325000000;6,71;832000000;NULL;NULL;26423000000;NULL;NULL;NULL;NULL;26423000000;114000000
PSA;2024-06-30 00:00:00;596520000;610966000;2,66;518127000;309922000;562245000;1173211000;NULL;26580000;872167000;301044000;1173211000;73236000
PSA;2024-03-31 00:00:00;580954000;631022000;2,6;508948000;306539000;526198000;1157220000;NULL;21336000;832737000;324483000;1157220000;67778000
PSA;2023-12-31 00:00:00;521320000;579385000;2,21;439292000;288554000;580483000;1159868000;NULL;23112000;869037000;290831000;1159868000;68602000
PSA;2023-09-30 00:00:00;674993000;556317000;3,2;613298000;267373000;587503000;1143820000;4757000;20965000;854876000;288944000;1143820000;58350000
